หมวดข้อมูล,จังหวัด,โรงพยาบาล,ตัวชี้วัด,ค่า,หน่วย,แหล่งข้อมูล,สถานะข้อมูล
กำลังคน_อื่นๆ,-,ลำพูน,ช่างทันตกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงคำ,ทันตแพทย์,13.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงคำ,ผู้ช่วยทันตแพทย์,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงคำ,นักกายภาพบำบัด,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงคำ,ผู้ช่วยนักกายภาพบำบัด,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงคำ,นักจิตวิทยาคลินิก,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,ผู้ช่วยทันตแพทย์,39.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,ทันตแพทย์,34.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,นักกายภาพบำบัด,21.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,นักจิตวิทยาคลินิก,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,เจ้าพนักงานทันตสาธารณสุข,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,ผู้ช่วยนักกายภาพบำบัด,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,เชียงรายประชานุเคราะห์,ช่างทันตกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,ทันตแพทย์,20.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,นักกายภาพบำบัด,12.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,ผู้ช่วยทันตแพทย์,10.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,เจ้าพนักงานทันตสาธารณสุข,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,นักจิตวิทยาคลินิก,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,ผู้ช่วยนักกายภาพบำบัด,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,แพร่,นักจิตวิทยา,1.0,คน,hr_blueprint.db,ข้อมูลจริง
HNI_MockData,-,น่าน,ประชากร_mock,618299.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,น่าน,Elderly_Rate_%,32.69,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,น่าน,Chronic_Rate_%,36.51,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,น่าน,Mental_Risk_Rate_%,14.1,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,น่าน,HNI_Score,98.66,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,นครพิงค์,ประชากร_mock,579813.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,นครพิงค์,Elderly_Rate_%,32.72,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,นครพิงค์,Chronic_Rate_%,30.09,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,นครพิงค์,Mental_Risk_Rate_%,14.58,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,นครพิงค์,HNI_Score,92.43,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,พะเยา,ประชากร_mock,449277.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,พะเยา,Elderly_Rate_%,27.54,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,พะเยา,Chronic_Rate_%,34.59,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,พะเยา,Mental_Risk_Rate_%,10.68,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,พะเยา,HNI_Score,85.61,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,ลำปาง,ประชากร_mock,556000.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำปาง,Elderly_Rate_%,24.21,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำปาง,Chronic_Rate_%,32.45,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำปาง,Mental_Risk_Rate_%,12.01,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำปาง,HNI_Score,81.05,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,แพร่,ประชากร_mock,422546.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,แพร่,Elderly_Rate_%,24.79,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,แพร่,Chronic_Rate_%,37.12,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,แพร่,Mental_Risk_Rate_%,5.81,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,แพร่,HNI_Score,78.29,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,ลำพูน,ประชากร_mock,412862.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำพูน,Elderly_Rate_%,21.49,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำพูน,Chronic_Rate_%,29.84,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำพูน,Mental_Risk_Rate_%,13.23,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,ลำพูน,HNI_Score,76.59,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,เชียงคำ,ประชากร_mock,175806.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงคำ,Elderly_Rate_%,31.03,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงคำ,Chronic_Rate_%,21.19,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงคำ,Mental_Risk_Rate_%,9.25,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงคำ,HNI_Score,73.47,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_MockData,-,เชียงรายประชานุเคราะห์,ประชากร_mock,937797.0,คน,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงรายประชานุเคราะห์,Elderly_Rate_%,32.49,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงรายประชานุเคราะห์,Chronic_Rate_%,22.3,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงรายประชานุเคราะห์,Mental_Risk_Rate_%,6.34,%,hr_blueprint.db (seed),ข้อมูลจำลอง
HNI_MockData,-,เชียงรายประชานุเคราะห์,HNI_Score,72.45,คะแนน (0-100),คำนวณ,ข้อมูลจำลอง
HNI_น้ำหนัก,-,-,Elderly_Weight,0.4,สัดส่วน,User-defined,กำหนดค่า
HNI_น้ำหนัก,-,-,Chronic_Weight,0.4,สัดส่วน,User-defined,กำหนดค่า
HNI_น้ำหนัก,-,-,Mental_Weight,0.2,สัดส่วน,User-defined,กำหนดค่า
FTE,-,นครพิงค์,FTE_Status,,-,-,ไม่มีข้อมูล
FTE,-,เชียงรายประชานุเคราะห์,FTE_Status,,-,-,ไม่มีข้อมูล
